"organization","key","name","qualifier","visibility","lastAnalysisDate","revision"
"gboticario","dea-oms-ims-pdv-transit-stock-integrator","dea-oms-ims-pdv-transit-stock-integrator","TRK","private","2024-06-21T15:24:45+0200","6ddb00afb9308e2ff5d84251dcdb53bca4f001a1"
"gboticario","dea-oms-ims-portal-ims-micro-frontend","dea-oms-ims-portal-ims-micro-frontend","TRK","private","2024-06-20T15:06:27+0200","d021edb31464da8d3f58f802bb8897d5c27aee5d"
"gboticario","dea-oms-ims-reservation-industry-service","dea-oms-ims-reservation-industry-service","TRK","private","2024-06-22T14:19:19+0200","86706ac2bc8a912d554e4fc878f0578316a56342"
"gboticario","dea-oms-ims-slack-bolt-stock","dea-oms-ims-slack-bolt-stock","TRK","private","2024-06-24T19:26:08+0200","e903540b82cbc4f4960f549c9d05cf058b778631"
"gboticario","dea-oms-ims-stock-reservation-integrator","dea-oms-ims-stock-reservation-integrator","TRK","private","2024-06-20T17:34:35+0200","9df852585f22c238fe0cc1a1c198160f9bb3e18a"
"gboticario","dea-oms-ims-stock-search-micro-frontend","dea-oms-ims-stock-search-micro-frontend","TRK","private","2024-03-14T14:21:19+0100","ec74ae8ce6f3de21eb481331f4489a159b3da530"
"gboticario","dea-oms-kotlin-spring-core","dea-oms-kotlin-spring-core","TRK","private","2024-06-13T16:30:46+0200","48118b6f1aea4d87fbad364499950410c680212a"
"gboticario","dea-oms-lfc-core-lib","dea-oms-lfc-core-lib","TRK","private","2024-06-18T23:44:03+0200","84069a0488b21cd97ba90e2f80fc3c61b18c02b7"
"gboticario","dea-oms-lfc-core-lifecycle-lib","dea-oms-lfc-core-lifecycle-lib","TRK","private","2024-06-24T10:46:43+0200","222cdaeec17ebfad7c027439f750825538ba37ae"
"gboticario","dea-oms-lifecycle-allocation-follow-up-micro-frontend","dea-oms-lifecycle-allocation-follow-up-micro-frontend","TRK","private","2024-06-24T14:33:42+0200","83e73fd9d1bce433a36d991dc6acda734fb6089b"
"gboticario","dea-oms-lifecycle-allocation-micro-frontend","dea-oms-lifecycle-allocation-micro-frontend","TRK","private","2024-06-24T14:36:03+0200","1c630710270bedd6409406de3c3f3a84e12831f9"
"gboticario","dea-oms-lifecycle-allocation-service","dea-oms-lifecycle-allocation-service","TRK","private","2024-06-20T15:32:42+0200","26efb980918460bb8e41ee72ff443cc3fb856029"
"gboticario","dea-oms-lifecycle-apportionment-micro-frontend","dea-oms-lifecycle-apportionment-micro-frontend","TRK","private","2024-06-24T14:33:30+0200","675e7ba54b6b3282d08963e113b059b0d6d46f41"
"gboticario","dea-oms-lifecycle-auto-maintenance-micro-frontend","dea-oms-lifecycle-auto-maintenance-micro-frontend","TRK","private","2024-06-24T14:34:32+0200","fc5fa32405a5668e03f564998ce614f6c30e38d7"
"gboticario","dea-oms-lifecycle-bff-commons","dea-oms-lifecycle-bff-commons","TRK","private","2022-12-02T14:21:16+0100","54d00156d6aececd11054451bb664b1a7afd90c9"
"gboticario","dea-oms-lifecycle-billed-fulfillment-order-integrator","dea-oms-lifecycle-billed-fulfillment-order-integrator","TRK","private","2024-06-20T16:07:39+0200","b54057b1aefb486d2989dc0d140bf592d725cbf8"
"gboticario","dea-oms-lifecycle-calendar-api","dea-oms-lifecycle-calendar-api","TRK","private","2024-06-11T14:40:29+0200","a77fdae87fafcc81364e777b853853be002c3b1b"
"gboticario","dea-oms-lifecycle-calendarcapture","dea-oms-lifecycle-calendarcapture","TRK","private","2024-06-12T16:13:45+0200","8e7831667a3ab27696e26ed489e4d9438d84c705"
"gboticario","dea-oms-lifecycle-critical-items-worker","dea-oms-lifecycle-critical-items-worker","TRK","private","2024-06-24T15:32:33+0200","97b7cff9fd90092d9c0b9b12915c6f28a0238908"
"gboticario","dea-oms-lifecycle-discount-worker","dea-oms-lifecycle-discount-worker","TRK","private","2023-05-24T22:01:43+0200","f45d16089bc9bd12ea6e6c9c52d52d6f7c199f1c"
"gboticario","dea-oms-lifecycle-dismember-worker","dea-oms-lifecycle-dismember-worker","TRK","private","2024-06-20T16:07:57+0200","907eb13be884ee40d7bd5132a10aa387cacb9530"
"gboticario","dea-oms-lifecycle-entped-bolt-bot","dea-oms-lifecycle-entped-bolt-bot","TRK","private",,
"gboticario","dea-oms-lifecycle-exchange-sku-worker","dea-oms-lifecycle-exchange-sku-worker","TRK","private","2024-06-20T18:16:28+0200","aebd3a8d375d94a5cca7f8e3571bf63686b184ab"
"gboticario","dea-oms-lifecycle-franchise-worker","dea-oms-lifecycle-franchise-worker","TRK","private","2024-06-20T16:42:13+0200","fc8d4fc87ad1398588e6671035b0b055ee709660"
"gboticario","dea-oms-lifecycle-fulfillment-order-integrator","dea-oms-lifecycle-fulfillment-order-integrator","TRK","private","2024-06-20T16:54:19+0200","25f9ea8d0147d89dfe7a2fb0fc5b28f26d6e20e7"
"gboticario","dea-oms-lifecycle-group-allocation-worker","dea-oms-lifecycle-group-allocation-worker","TRK","private","2024-06-20T17:16:04+0200","2039f75a3338773281c61540958c205c08a30ea2"
"gboticario","dea-oms-lifecycle-item-update-job","dea-oms-lifecycle-item-update-job","TRK","private","2024-06-20T15:26:22+0200","53f3f642944d1f50ee6ab46ca0e7e00d88371d9f"
"gboticario","dea-oms-lifecycle-lfc-core-ecomm","dea-oms-lifecycle-lfc-core-ecomm","TRK","private","2024-06-21T15:52:14+0200","b71ebc6bc0ad3884b999a75cd9a905405a1e78f6"
"gboticario","dea-oms-lifecycle-lfc-sync-erp","dea-oms-lifecycle-lfc-sync-erp","TRK","private","2024-06-24T22:20:57+0200","9f8b1a02397e4b70c98d99c588848a4e1a8babb9"
"gboticario","dea-oms-lifecycle-log-tracing","dea-oms-lifecycle-log-tracing","TRK","private","2022-08-19T16:53:21+0200","abd4e42ac119b85258a9e95ff83f9a5543a93c43"
"gboticario","dea-oms-lifecycle-oms-lifecycle-sync-ecc-service","dea-oms-lifecycle-oms-lifecycle-sync-ecc-service","TRK","private","2022-08-25T15:09:43+0200","d914512ef910c52bef4c225e1226a01f3a92eb8d"
"gboticario","dea-oms-lifecycle-payment-terms-worker","dea-oms-lifecycle-payment-terms-worker","TRK","private","2024-06-20T15:58:51+0200","513afef28665a3c4178f74f549a30dff91242b1b"
"gboticario","dea-oms-lifecycle-pdv-micro-frontend","dea-oms-lifecycle-pdv-micro-frontend","TRK","private","2024-06-10T20:29:24+0200","d6e2a8b3e242d1dead0e066f5fdb791175abb11d"
"gboticario","dea-oms-lifecycle-phasing-micro-frontend","dea-oms-lifecycle-phasing-micro-frontend","TRK","private","2024-04-19T20:12:31+0200","c5aa00b55dd97ca3b5139b2895c08875126426e2"
"gboticario","dea-oms-lifecycle-requested-order-integrator","dea-oms-lifecycle-requested-order-integrator","TRK","private","2024-06-21T22:51:17+0200","010cdecef7f5fbc0cf4c86f87538eb7738264395"
"gboticario","dea-oms-lifecycle-sap-rfc-sales-order-update-api-sap-orders","dea-oms-lifecycle-sap-rfc-sales-order-update-api-sap-orders","TRK","private","2024-02-01T18:45:38+0100","33bae01d5b573de2af0571161c1947eba2ef7ff0"
"gboticario","dea-oms-lifecycle-sellin-price-worker","dea-oms-lifecycle-sellin-price-worker","TRK","private","2024-06-20T18:24:51+0200","3ea1078a1782f977a5608893d570052d9d4a15fa"
"gboticario","dea-oms-lifecycle-sell-out-order-core","dea-oms-lifecycle-sell-out-order-core","TRK","private","2024-06-24T22:20:11+0200","f1eb31d474484569786f0b138b480b8e03b25c6b"
"gboticario","dea-oms-lifecycle-settings","dea-oms-lifecycle-settings","TRK","private","2024-06-18T16:26:39+0200","16d22668eb0b12e3cc70c227f807f524ac7fb10f"
"gboticario","dea-oms-lifecycle-sync-ecc-service","dea-oms-lifecycle-sync-ecc-service","TRK","private",,
"gboticario","dea-oms-lifecycle-sync-receipt-ecc-service","dea-oms-lifecycle-sync-receipt-ecc-service","TRK","private","2024-06-20T16:07:45+0200","f27fde059a37632869249005c018f4ac289d0e97"
"gboticario","dea-oms-lifecycle-team-docs","dea-oms-lifecycle-team-docs","TRK","private",,
"gboticario","dea-oms-log-track-adapter-worker","dea-oms-log-track-adapter-worker","TRK","private","2024-06-18T22:44:03+0200","a4b00a905505fe0efbd372c335fb6b471dd9bafa"
"gboticario","dea-oms-log-tracking","dea-oms-log-tracking","TRK","private",,
"gboticario","dea-oms-place-order-worker","dea-oms-place-order-worker","TRK","private","2024-06-18T16:47:03+0200","1198933594e11ec513f0662d2d72ccf0198112de"
"gboticario","dea-oms-qa-primecontrol-test","dea-oms-qa-primecontrol-test","TRK","private",,
"gboticario","dea-oms-sell-in-common-conductor","dea-oms-sell-in-common-conductor","TRK","private","2024-05-15T22:54:43+0200","ca9ce08bd8483a2a6ee64e595d23426816b33ce2"
"gboticario","dea-oms-sell-out-frontend","dea-oms-sell-out-frontend","TRK","private","2024-06-24T20:28:57+0200","437ab6419527aeb9bdd8e63771bce08f66d68095"
"gboticario","dea-oms-sell-out-kafka-local-publisher","dea-oms-sell-out-kafka-local-publisher","TRK","private",,
"gboticario","dea-oms-sell-out-mongodb-metrics-exporter","dea-oms-sell-out-mongodb-metrics-exporter","TRK","private","2024-04-26T14:18:34+0200","21aa45503d67158760dae1ee42c4521c47ea74e0"
"gboticario","dea-oms-sell-out-pos-pedido-docker-image","dea-oms-sell-out-pos-pedido-docker-image","TRK","private",,
"gboticario","dea-oms-sell-out-pre-pedido-sales-channel-manager","dea-oms-sell-out-pre-pedido-sales-channel-manager","TRK","private","2024-06-24T23:24:08+0200","c540d42f2aebbda702a06724bb14f7aa3f49704e"
"gboticario","dea-oms-settings-api","dea-oms-settings-api","TRK","private","2024-06-18T22:43:44+0200","09dada2a21c02968ee6fb93893166654842ab001"
"gboticario","dea-oms-team-docs","dea-oms-team-docs","TRK","private",,
"gboticario","dea-oms-tf-aws-oms-resources","dea-oms-tf-aws-oms-resources","TRK","private",,
"gboticario","dea-oms-ui-components","dea-oms-ui-components","TRK","private","2024-06-06T15:17:51+0200","885093ea290a04552b00f4283383551b985b8b55"
"gboticario","dea-oms-vdmais-ibp-update-worker","dea-oms-vdmais-ibp-update-worker","TRK","private","2024-06-20T16:33:51+0200","e7c2501f88f87aefc1e8a0726c3d50fe786f3548"
"gboticario","dea-oms-vdmais-itg-s4-malha-aero","dea-oms-vdmais-itg-s4-malha-aero","TRK","private","2024-06-20T16:37:45+0200","c427385bd2eb5a8b17392078934c6096388365ea"
"gboticario","dea-oms-vdmais-outcome-order","dea-oms-vdmais-outcome-order","TRK","private","2024-06-21T15:08:23+0200","6dfe984ed54e1c49506cdde7414490cab0b18b53"
"gboticario","dea-oms-vdmais-place-order-adapter","dea-oms-vdmais-place-order-adapter","TRK","private","2024-06-18T20:36:38+0200","06ed3c669bebfa21fe7ec0ac533aef7a8be0ed19"
"gboticario","dea-oms-vdmais-place-order-worker","dea-oms-vdmais-place-order-worker","TRK","private","2024-06-20T17:39:15+0200","89c8b10f30574e7dc24f46701328321ce40d0373"
"gboticario","dea-oms-vdmais-reservation-checker","dea-oms-vdmais-reservation-checker","TRK","private","2024-06-21T18:14:33+0200","ca8aba2b366d33dac084f01022d184c7c3051bb2"
"gboticario","dea-oms-vdmais-update-order-worker","dea-oms-vdmais-update-order-worker","TRK","private","2024-01-30T14:50:36+0100","1678daaced39ec184a8b3b161b6a00ceb473f5cf"
"gboticario","dea-ordercapture-backoffice-frontend","dea-ordercapture-backoffice-frontend","TRK","private",,
"gboticario","dea-ordercapture-eventhub-database-sink","dea-ordercapture-eventhub-database-sink","TRK","private","2024-06-20T15:24:37+0200","e8d559538278d65fc2dbed019b0f82e2068885db"
"gboticario","dea-ordercapture-franchise","dea-ordercapture-franchise","TRK","private","2024-06-24T21:22:17+0200","10057fc323ccc043bd9022321cdd4f30bec38141"
"gboticario","dea-ordercapture-mar-backoffice-service","dea-ordercapture-mar-backoffice-service","TRK","private","2024-06-20T15:52:01+0200","d256c4d41a1df7d29caac5ac7ed6331303cc5335"
"gboticario","dea-ordercapture-mar-docs","dea-ordercapture-mar-docs","TRK","private",,
"gboticario","dea-ordercapture-mar-frontend-backoffice","dea-ordercapture-mar-frontend-backoffice","TRK","private","2024-06-21T21:43:54+0200","631da836f9fdb8497260e73a76c877635e920f9b"
"gboticario","dea-ordercapture-mar-frontend-container","dea-ordercapture-mar-frontend-container","TRK","private","2024-06-24T21:44:09+0200","3d3c50756408526385e3684243cd6792d57f650b"
"gboticario","dea-ordercapture-mar-frontend-orders","dea-ordercapture-mar-frontend-orders","TRK","private","2024-04-11T15:24:07+0200","0df86039c43727d725ab02b05bcb59451b97b0a0"
"gboticario","dea-ordercapture-mar-frontend-stock","dea-ordercapture-mar-frontend-stock","TRK","private","2024-06-24T17:06:54+0200","50ba4287702bf4c7e6b09a872974555b99563849"
"gboticario","dea-ordercapture-mar-inventory","dea-ordercapture-mar-inventory","TRK","private","2024-06-20T15:27:05+0200","ad8373518500fbc00f66f8d1b5259dfca0159300"
"gboticario","dea-ordercapture-mar-job-async","dea-ordercapture-mar-job-async","TRK","private","2024-06-20T15:21:56+0200","4bbe1cc24fefb14a8690f716b15ef79e9663992b"
"gboticario","HRhWizTXOgoJGHtyDkjEmTprYLBNIp","dea-ordercapture-mar-orders-bff","TRK","private","2024-06-20T21:03:04+0200","79313501d23f55d392ae4a7edec351253fad2c52"
"gboticario","dea-ordercapture-mar-orders-bff-mar-orders-bff","dea-ordercapture-mar-orders-bff-mar-orders-bff","TRK","private","2024-06-20T21:04:23+0200","79313501d23f55d392ae4a7edec351253fad2c52"
"gboticario","dea-ordercapture-mar-performance-test","dea-ordercapture-mar-performance-test","TRK","private","2023-01-26T14:01:06+0100","6c96ec81724b4bf2059d9508dab3e2932d7c806f"
"gboticario","dea-ordercapture-mar-rabbitmq-rabbit-resources","dea-ordercapture-mar-rabbitmq-rabbit-resources","TRK","private",,
"gboticario","dea-ordercapture-mar-ui-components","dea-ordercapture-mar-ui-components","TRK","private","2024-06-20T19:11:18+0200","7141fe06312ec4c124758fc4645cbe6720f37b96"
"gboticario","dea-ordercapture-mar-utilities","dea-ordercapture-mar-utilities","TRK","private","2024-06-20T22:55:00+0200","a7f2dbe49648c3e686d46a72ec002fb34c4f9b13"
"gboticario","dea-ordercapture-order-bff","dea-ordercapture-order-bff","TRK","private","2024-06-20T15:22:21+0200","496dddb22ecca531c0bc8e166ab00f1d1f916f3e"
"gboticario","dea-ordercapture-orders","dea-ordercapture-orders","TRK","private","2024-06-20T13:22:31+0200","51bc87c5dc3d53d8c3ef80b2aac789c0a987939c"
"gboticario","dea-ordercapture-product","dea-ordercapture-product","TRK","private","2024-06-20T15:48:03+0200","3e1778e803340022b7bf810b7b4d543eb66f9362"
"gboticario","dea-ordercapture-qa-test-primecontrol","dea-ordercapture-qa-test-primecontrol","TRK","private","2023-07-17T22:19:25+0200","96058fa84cff847686c273e1647126a5f934198c"
"gboticario","dea-ordercapture-rabbitmq","dea-ordercapture-rabbitmq","TRK","private",,
"gboticario","dea-ordercapture-stock","dea-ordercapture-stock","TRK","private","2024-06-20T15:33:07+0200","6b519e9820e05b02b9634a6461038d1ff3c5e2e1"
"gboticario","dea-ordercapture-test-qa-primecontrol","dea-ordercapture-test-qa-primecontrol","TRK","private",,
"gboticario","dea-orders-monitor-dashboard-frontend","dea-orders-monitor-dashboard-frontend","TRK","private","2024-04-23T17:41:33+0200","2e846fd60b883b493645ce2080d54f54a7602f8a"
"gboticario","dea-orders-monitor-order-monitor","dea-orders-monitor-order-monitor","TRK","private","2024-06-20T17:18:17+0200","43b1e387f91902b651d29e5711fe2a7a1a671b55"
"gboticario","dea-orders-monitor-status-proxy","dea-orders-monitor-status-proxy","TRK","private","2024-06-11T13:06:24+0200","3c4bcca09732f72e8cfd8063414e4dd4171729dc"
"gboticario","dea-picking-list","dea-picking-list","TRK","private","2024-05-28T14:32:33+0200","3b6a201260f5398e6a249e1d8e89e19eb92f5c25"
"gboticario","dea-picking-list-api","dea-picking-list-api","TRK","private","2024-06-14T21:45:10+0200","8dac55632426004b640312e23868203a35980b24"
"gboticario","dea-picking-list-worker","dea-picking-list-worker","TRK","private","2024-06-20T19:27:21+0200","2f41d03abeac1e6bd3763ed6ba0b538a81a873bc"
"gboticario","dea-rastreabilidade-rfid-middleware","dea-rastreabilidade-rfid-middleware","TRK","private","2024-05-16T19:29:24+0200","3ddae7c8a8b673ad6ea74e91ccd0c6c4c8ab1ac6"
"gboticario","dea-rastreabilidade-spa-traceability","dea-rastreabilidade-spa-traceability","TRK","private","2024-06-19T19:41:57+0200","6322c86da7e453a26277a9a97ee9cecc7cf69e39"
"gboticario","dea-rastreabilidade-task-service-consumer","dea-rastreabilidade-task-service-consumer","TRK","private","2024-05-27T16:36:03+0200","748e0b90033231119c221f206dc65dd313e88203"
"gboticario","dea-rastreabilidade-traceability-tag-service","dea-rastreabilidade-traceability-tag-service","TRK","private","2024-06-19T19:24:00+0200","018fa0fe6357125e1307c4804f3dc93641a7453d"
"gboticario","dea-rastreabilidade-traceability-tasks-service","dea-rastreabilidade-traceability-tasks-service","TRK","private","2024-06-19T15:27:42+0200","201e554d52069b31e8b516f0a967dd8bcacad376"
"gboticario","dea-s4-mm-return-process-split-invoice-packaging","dea-s4-mm-return-process-split-invoice-packaging","TRK","private",,
"gboticario","dea-s4-tech-bpt-ptp-transferrequest","dea-s4-tech-bpt-ptp-transferrequest","TRK","private",,
"gboticario","dea-s4-tech-btp-api-zbcparams","dea-s4-tech-btp-api-zbcparams","TRK","private",,
"gboticario","dea-s4-tech-btp-b2b-frontcheckout","dea-s4-tech-btp-b2b-frontcheckout","TRK","private",,
"gboticario","dea-s4-tech-btp-bc-labelframework","dea-s4-tech-btp-bc-labelframework","TRK","private",,
"gboticario","dea-s4-tech-btp-compras-inbound-i","dea-s4-tech-btp-compras-inbound-i","TRK","private",,
"gboticario","dea-s4-tech-btp-compras-inbound-ibp","dea-s4-tech-btp-compras-inbound-ibp","TRK","private",,
"gboticario","dea-s4-tech-btp-ewm-bloqdtvenc","dea-s4-tech-btp-ewm-bloqdtvenc","TRK","private",,
"gboticario","dea-s4-tech-btp-ewm-checkoutadmin","dea-s4-tech-btp-ewm-checkoutadmin","TRK","private",,
"gboticario","dea-s4-tech-btp-ewm-teste","dea-s4-tech-btp-ewm-teste","TRK","private",,
"gboticario","dea-s4-tech-btp-ewm-testenew","dea-s4-tech-btp-ewm-testenew","TRK","private",,
"gboticario","dea-s4-tech-btp-fi-auto-compensation","dea-s4-tech-btp-fi-auto-compensation","TRK","private",,
"gboticario","dea-s4-tech-btp-fi-baixa-adiantamentos","dea-s4-tech-btp-fi-baixa-adiantamentos","TRK","private",,
"gboticario","dea-s4-tech-btp-fi-costcalevents","dea-s4-tech-btp-fi-costcalevents","TRK","private",,
"gboticario","dea-s4-tech-btp-fi-depreciacao-moldes","dea-s4-tech-btp-fi-depreciacao-moldes","TRK","private",,
"gboticario","dea-s4-tech-btp-fiori-doc","dea-s4-tech-btp-fiori-doc","TRK","private",,
"gboticario","dea-s4-tech-btp-fi-stratcostreport","dea-s4-tech-btp-fi-stratcostreport","TRK","private",,
"gboticario","dea-s4-tech-btp-ibp-centrosprodutivos","dea-s4-tech-btp-ibp-centrosprodutivos","TRK","private",,
"gboticario","dea-s4-tech-btp-ibp-compras-inbound","dea-s4-tech-btp-ibp-compras-inbound","TRK","private",,
"gboticario","dea-s4-tech-btp-ibp-fonte-compra-new","dea-s4-tech-btp-ibp-fonte-compra-new","TRK","private",,
"gboticario","dea-s4-tech-btp-ibp-lanes-pesos","dea-s4-tech-btp-ibp-lanes-pesos","TRK","private",,
"gboticario","dea-s4-tech-btp-ibp-subsequente","dea-s4-tech-btp-ibp-subsequente","TRK","private",,
"gboticario","dea-s4-tech-btp-ibp-tlanes-centros-produtivos","dea-s4-tech-btp-ibp-tlanes-centros-produtivos","TRK","private",,
"gboticario","dea-s4-tech-btp-ibp-unid-plan","dea-s4-tech-btp-ibp-unid-plan","TRK","private",,
"gboticario","dea-s4-tech-btp-ibp-venda-inb","dea-s4-tech-btp-ibp-venda-inb","TRK","private",,
"gboticario","dea-s4-tech-btp-j1b-replnotafiscal","dea-s4-tech-btp-j1b-replnotafiscal","TRK","private",,
"gboticario","dea-s4-tech-btp-mm-icms-freight-re","dea-s4-tech-btp-mm-icms-freight-re","TRK","private",,
"gboticario","dea-s4-tech-btp-mm-loglistatecnica","dea-s4-tech-btp-mm-loglistatecnica","TRK","private",,
"gboticario","dea-s4-tech-btp-otc-load-optimizer","dea-s4-tech-btp-otc-load-optimizer","TRK","private",,
"gboticario","dea-s4-tech-btp-p2p-devolevents","dea-s4-tech-btp-p2p-devolevents","TRK","private",,
"gboticario","dea-s4-tech-btp-p2p-devolucao","dea-s4-tech-btp-p2p-devolucao","TRK","private",,
"gboticario","dea-s4-tech-btp-p2p-diverbalancsub","dea-s4-tech-btp-p2p-diverbalancsub","TRK","private",,
"gboticario","dea-s4-tech-btp-p2p-moncrossdock","dea-s4-tech-btp-p2p-moncrossdock","TRK","private",,
"gboticario","dea-s4-tech-btp-p2p-moniirreggrc","dea-s4-tech-btp-p2p-moniirreggrc","TRK","private",,
"gboticario","dea-s4-tech-btp-pm-consultanotas","dea-s4-tech-btp-pm-consultanotas","TRK","private",,
"gboticario","dea-s4-tech-btp-pm-createnotes","dea-s4-tech-btp-pm-createnotes","TRK","private",,
"gboticario","dea-s4-tech-btp-pp-changestatusord","dea-s4-tech-btp-pp-changestatusord","TRK","private",,
"gboticario","dea-s4-tech-btp-pp-dados-suprim-opcenter","dea-s4-tech-btp-pp-dados-suprim-opcenter","TRK","private",,
"gboticario","dea-s4-tech-btp-pp-etiquetagranel","dea-s4-tech-btp-pp-etiquetagranel","TRK","private",,
"gboticario","dea-s4-tech-btp-pp-etiquetaprodacab","dea-s4-tech-btp-pp-etiquetaprodacab","TRK","private",,
"gboticario","dea-s4-tech-btp-pp-exportprocessorderevent","dea-s4-tech-btp-pp-exportprocessorderevent","TRK","private",,
"gboticario","dea-s4-tech-btp-pp-ibp-centrodetrabalho","dea-s4-tech-btp-pp-ibp-centrodetrabalho","TRK","private",,
"gboticario","dea-s4-tech-btp-pp-ibp-ord-planej","dea-s4-tech-btp-pp-ibp-ord-planej","TRK","private",,
"gboticario","dea-s4-tech-btp-pp-importprocessorder","dea-s4-tech-btp-pp-importprocessorder","TRK","private",,
"gboticario","dea-s4-tech-btp-pp-opcenter-proc-orders","dea-s4-tech-btp-pp-opcenter-proc-orders","TRK","private",,
"gboticario","dea-s4-tech-btp-pp-opcenter-rec-orders","dea-s4-tech-btp-pp-opcenter-rec-orders","TRK","private",,
"gboticario","dea-s4-tech-btp-pp-ord-proc-plnj-opcenter","dea-s4-tech-btp-pp-ord-proc-plnj-opcenter","TRK","private",,
"gboticario","dea-s4-tech-btp-pp-receita-opcenter","dea-s4-tech-btp-pp-receita-opcenter","TRK","private",,
"gboticario","dea-s4-tech-btp-ptp-delivery-division","dea-s4-tech-btp-ptp-delivery-division","TRK","private",,
"gboticario","dea-s4-tech-btp-ptp-invoice-approval","dea-s4-tech-btp-ptp-invoice-approval","TRK","private",,
"gboticario","dea-s4-tech-btp-ptp-pocreation","dea-s4-tech-btp-ptp-pocreation","TRK","private",,
"gboticario","dea-s4-tech-btp-ptp-transferrequest","dea-s4-tech-btp-ptp-transferrequest","TRK","private",,
"gboticario","dea-s4-tech-btp-qm-atualizareginfolims","dea-s4-tech-btp-qm-atualizareginfolims","TRK","private",,
"gboticario","dea-s4-tech-btp-r2r-freightcosts","dea-s4-tech-btp-r2r-freightcosts","TRK","private",,
"gboticario","dea-s4-tech-btprick","dea-s4-tech-btprick","TRK","private",,
"gboticario","dea-s4-tech-btp-rtr-costcalcevents","dea-s4-tech-btp-rtr-costcalcevents","TRK","private",,
"gboticario","dea-s4-tech-btp-rtr-financhargtool","dea-s4-tech-btp-rtr-financhargtool","TRK","private",,
"gboticario","dea-s4-tech-btp-rtr-stratcostreport","dea-s4-tech-btp-rtr-stratcostreport","TRK","private",,
"gboticario","dea-s4-tech-btp-sales-inbound","dea-s4-tech-btp-sales-inbound","TRK","private",,
"gboticario","dea-s4-tech-btp-sd-box-and-lid","dea-s4-tech-btp-sd-box-and-lid","TRK","private",,
"gboticario","dea-s4-tech-btp-sd-box-lid-config","dea-s4-tech-btp-sd-box-lid-config","TRK","private",,
"gboticario","dea-s4-tech-btp-sd-refund-icms-st","dea-s4-tech-btp-sd-refund-icms-st","TRK","private",,
"gboticario","dea-s4-tech-btp-sd-salesreturnconfig","dea-s4-tech-btp-sd-salesreturnconfig","TRK","private",,
"gboticario","dea-s4-tech-btp-sd-salesreturns","dea-s4-tech-btp-sd-salesreturns","TRK","private",,
"gboticario","dea-s4-tech-btp-tec-cpi-analytics","dea-s4-tech-btp-tec-cpi-analytics","TRK","private",,
"gboticario","dea-s4-tech-btp-tec-logsforusers","dea-s4-tech-btp-tec-logsforusers","TRK","private",,
"gboticario","dea-s4-tech-btp-tec-pocadriano","dea-s4-tech-btp-tec-pocadriano","TRK","private",,
"gboticario","dea-s4-tech-btp-vendas-inbound","dea-s4-tech-btp-vendas-inbound","TRK","private",,
"gboticario","dea-s4-tech-btp-vendas-inbound-01","dea-s4-tech-btp-vendas-inbound-01","TRK","private",,
"gboticario","dea-s4-tech-btp-vendas-inbound-1","dea-s4-tech-btp-vendas-inbound-1","TRK","private",,
"gboticario","dea-s4-tech-btp-vendas-inbound-ibp","dea-s4-tech-btp-vendas-inbound-ibp","TRK","private",,
"gboticario","dea-s4-tech-btp-vendas-inbound-v00","dea-s4-tech-btp-vendas-inbound-v00","TRK","private",,
"gboticario","dea-s4-tech-btp-vendas-inbound-v001","dea-s4-tech-btp-vendas-inbound-v001","TRK","private",,
"gboticario","dea-s4-tech-btp-vendas-inbound-v01","dea-s4-tech-btp-vendas-inbound-v01","TRK","private",,
"gboticario","dea-s4-tech-btp-vendas-teste","dea-s4-tech-btp-vendas-teste","TRK","private",,
"gboticario","dea-s4-tech-cap-read-db-hcloud","dea-s4-tech-cap-read-db-hcloud","TRK","private",,
"gboticario","dea-s4-tech-dea-s4-tech-btp-pp-batchcreatemes","dea-s4-tech-dea-s4-tech-btp-pp-batchcreatemes","TRK","private",,
"gboticario","dea-s4-tech-fiori-b2b-checkoutfront","dea-s4-tech-fiori-b2b-checkoutfront","TRK","private",,
"gboticario","dea-s4-tech-fiori-bc-labelframework","dea-s4-tech-fiori-bc-labelframework","TRK","private",,
"gboticario","dea-s4-tech-fiori-doc","dea-s4-tech-fiori-doc","TRK","private",,
"gboticario","dea-s4-tech-fiori-ewm-checkoutadmin","dea-s4-tech-fiori-ewm-checkoutadmin","TRK","private",,
"gboticario","dea-s4-tech-fiori-ewm-lgtypnotblock","dea-s4-tech-fiori-ewm-lgtypnotblock","TRK","private",,
"gboticario","dea-s4-tech-fiori-ewm-perbymattype","dea-s4-tech-fiori-ewm-perbymattype","TRK","private",,
"gboticario","dea-s4-tech-fiori-ewm-periodo-tipo-material","dea-s4-tech-fiori-ewm-periodo-tipo-material","TRK","private",,
"gboticario","dea-s4-tech-fiori-ewm-type-period-material","dea-s4-tech-fiori-ewm-type-period-material","TRK","private",,
"gboticario","dea-s4-tech-fiori-fi-auto-compensation","dea-s4-tech-fiori-fi-auto-compensation","TRK","private",,
"gboticario","dea-s4-tech-fiori-fi-depreciacao-moldes","dea-s4-tech-fiori-fi-depreciacao-moldes","TRK","private",,
"gboticario","dea-s4-tech-fiori-fi-geradorpdf","dea-s4-tech-fiori-fi-geradorpdf","TRK","private",,
"gboticario","dea-s4-tech-fiori-fi-stratcostreport","dea-s4-tech-fiori-fi-stratcostreport","TRK","private",,
