repoName,collaboratorName
vd-search-indexer-api,chicoribas
vd-search-indexer-api,maiconzotto
vd-search-indexer-api,manumbs
vd-search-indexer-api,s-azdevops
vd-uaa-api,ricardolavor
vd-uaa-api,renatogp
vd-uaa-api,brunopenso
vd-uaa-api,chicoribas
vd-uaa-api,maiconzotto
vd-uaa-api,manumbs
vd-uaa-api,s-azdevops
vd-brand-api,ricardolavor
vd-brand-api,renatogp
vd-brand-api,brunopenso
vd-brand-api,chicoribas
vd-brand-api,maiconzotto
vd-brand-api,manumbs
vd-brand-api,s-azdevops
mooz-hashcode,ricardolavor
mooz-hashcode,renatogp
mooz-hashcode,brunopenso
mooz-hashcode,chicoribas
mooz-hashcode,maiconzotto
mooz-hashcode,manumbs
mooz-hashcode,s-azdevops
ecomm-infra-provisioning,ricardolavor
ecomm-infra-provisioning,renatogp
ecomm-infra-provisioning,brunopenso
ecomm-infra-provisioning,chicoribas
ecomm-infra-provisioning,maiconzotto
ecomm-infra-provisioning,manumbs
ecomm-infra-provisioning,s-azdevops
vd-config-server,ricardolavor
vd-config-server,renatogp
vd-config-server,brunopenso
vd-config-server,chicoribas
vd-config-server,maiconzotto
vd-config-server,manumbs
vd-config-server,s-azdevops
terraform-aws-ecs-whatsapp,ricardolavor
terraform-aws-ecs-whatsapp,renatogp
terraform-aws-ecs-whatsapp,brunopenso
terraform-aws-ecs-whatsapp,chicoribas
terraform-aws-ecs-whatsapp,maiconzotto
terraform-aws-ecs-whatsapp,manumbs
terraform-aws-ecs-whatsapp,s-azdevops
whatsapp-business-k8s,ricardolavor
whatsapp-business-k8s,renatogp
whatsapp-business-k8s,brunopenso
whatsapp-business-k8s,chicoribas
whatsapp-business-k8s,maiconzotto
whatsapp-business-k8s,manumbs
whatsapp-business-k8s,s-azdevops
acao_de_fluxo_frontend_consumidor,ricardolavor
acao_de_fluxo_frontend_consumidor,renatogp
acao_de_fluxo_frontend_consumidor,brunopenso
acao_de_fluxo_frontend_consumidor,chicoribas
acao_de_fluxo_frontend_consumidor,maiconzotto
acao_de_fluxo_frontend_consumidor,manumbs
acao_de_fluxo_frontend_consumidor,s-azdevops
ecomm-infra-credentials,ricardolavor
ecomm-infra-credentials,renatogp
ecomm-infra-credentials,brunopenso
ecomm-infra-credentials,chicoribas
ecomm-infra-credentials,maiconzotto
ecomm-infra-credentials,manumbs
ecomm-infra-credentials,s-azdevops
terraform-aws-consul,ricardolavor
terraform-aws-consul,renatogp
terraform-aws-consul,brunopenso
terraform-aws-consul,chicoribas
terraform-aws-consul,maiconzotto
terraform-aws-consul,manumbs
terraform-aws-consul,s-azdevops
instant-messenger,ricardolavor
instant-messenger,renatogp
instant-messenger,brunopenso
instant-messenger,chicoribas
instant-messenger,maiconzotto
instant-messenger,manumbs
instant-messenger,s-azdevops
gb_tech,ricardolavor
gb_tech,renatogp
gb_tech,brunopenso
gb_tech,chicoribas
gb_tech,maiconzotto
gb_tech,manumbs
gb_tech,s-azdevops
terraform-aws-gb-tech-resources,ricardolavor
terraform-aws-gb-tech-resources,renatogp
terraform-aws-gb-tech-resources,brunopenso
terraform-aws-gb-tech-resources,chicoribas
terraform-aws-gb-tech-resources,maiconzotto
terraform-aws-gb-tech-resources,manumbs
terraform-aws-gb-tech-resources,s-azdevops
template-typescript-express-mongoose,ricardolavor
template-typescript-express-mongoose,renatogp
template-typescript-express-mongoose,brunopenso
template-typescript-express-mongoose,chicoribas
template-typescript-express-mongoose,maiconzotto
template-typescript-express-mongoose,manumbs
template-typescript-express-mongoose,s-azdevops
template-typescript-serverless,ricardolavor
template-typescript-serverless,renatogp
template-typescript-serverless,brunopenso
template-typescript-serverless,chicoribas
template-typescript-serverless,maiconzotto
template-typescript-serverless,manumbs
template-typescript-serverless,s-azdevops
terraform-aws-coleta-proteus-resources,ricardolavor
terraform-aws-coleta-proteus-resources,renatogp
terraform-aws-coleta-proteus-resources,brunopenso
terraform-aws-coleta-proteus-resources,chicoribas
terraform-aws-coleta-proteus-resources,maiconzotto
terraform-aws-coleta-proteus-resources,manumbs
terraform-aws-coleta-proteus-resources,s-azdevops
acao_de_fluxo_frontend_backoffice_lojas,ricardolavor
acao_de_fluxo_frontend_backoffice_lojas,renatogp
acao_de_fluxo_frontend_backoffice_lojas,brunopenso
acao_de_fluxo_frontend_backoffice_lojas,chicoribas
acao_de_fluxo_frontend_backoffice_lojas,maiconzotto
acao_de_fluxo_frontend_backoffice_lojas,manumbs
acao_de_fluxo_frontend_backoffice_lojas,s-azdevops
mrd_conductor_api_data,ricardolavor
mrd_conductor_api_data,renatogp
mrd_conductor_api_data,brunopenso
mrd_conductor_api_data,chicoribas
mrd_conductor_api_data,maiconzotto
mrd_conductor_api_data,manumbs
mrd_conductor_api_data,s-azdevops
mrd_lgpd_extracao,ricardolavor
mrd_lgpd_extracao,renatogp
mrd_lgpd_extracao,brunopenso
mrd_lgpd_extracao,chicoribas
mrd_lgpd_extracao,maiconzotto
mrd_lgpd_extracao,manumbs
mrd_lgpd_extracao,s-azdevops
terraform-aws-sns,ricardolavor
terraform-aws-sns,renatogp
terraform-aws-sns,brunopenso
terraform-aws-sns,chicoribas
terraform-aws-sns,maiconzotto
terraform-aws-sns,manumbs
terraform-aws-sns,s-azdevops
madmax_redirects_frontend,ricardolavor
madmax_redirects_frontend,renatogp
madmax_redirects_frontend,brunopenso
madmax_redirects_frontend,chicoribas
madmax_redirects_frontend,maiconzotto
madmax_redirects_frontend,manumbs
madmax_redirects_frontend,s-azdevops
portal-b2b-internacional-front,ricardolavor
portal-b2b-internacional-front,renatogp
portal-b2b-internacional-front,brunopenso
portal-b2b-internacional-front,chicoribas
portal-b2b-internacional-front,maiconzotto
portal-b2b-internacional-front,manumbs
portal-b2b-internacional-front,s-azdevops
terraform-aws-cms-resources,ricardolavor
terraform-aws-cms-resources,renatogp
terraform-aws-cms-resources,brunopenso
terraform-aws-cms-resources,chicoribas
terraform-aws-cms-resources,maiconzotto
terraform-aws-cms-resources,manumbs
terraform-aws-cms-resources,s-azdevops
terraform-aws-conservathon-fgb-resources,ricardolavor
terraform-aws-conservathon-fgb-resources,renatogp
terraform-aws-conservathon-fgb-resources,brunopenso
terraform-aws-conservathon-fgb-resources,chicoribas
terraform-aws-conservathon-fgb-resources,maiconzotto
terraform-aws-conservathon-fgb-resources,manumbs
terraform-aws-conservathon-fgb-resources,s-azdevops
recomendador-django-api,ricardolavor
recomendador-django-api,renatogp
recomendador-django-api,brunopenso
recomendador-django-api,chicoribas
recomendador-django-api,maiconzotto
recomendador-django-api,manumbs
recomendador-django-api,s-azdevops
unique-scent-finder-app,ricardolavor
unique-scent-finder-app,renatogp
unique-scent-finder-app,brunopenso
unique-scent-finder-app,chicoribas
unique-scent-finder-app,maiconzotto
unique-scent-finder-app,manumbs
unique-scent-finder-app,s-azdevops
vd-product-statistics,ricardolavor
vd-product-statistics,renatogp
vd-product-statistics,brunopenso
vd-product-statistics,chicoribas
vd-product-statistics,maiconzotto
vd-product-statistics,manumbs
vd-product-statistics,s-azdevops
vd-search-api,ricardolavor
vd-search-api,renatogp
vd-search-api,brunopenso
vd-search-api,chicoribas
vd-search-api,maiconzotto
vd-search-api,manumbs
vd-search-api,s-azdevops
vd-brand-client,ricardolavor
vd-brand-client,renatogp
vd-brand-client,brunopenso
vd-brand-client,chicoribas
vd-brand-client,maiconzotto
vd-brand-client,manumbs
vd-brand-client,s-azdevops
vd-department-client,ricardolavor
vd-department-client,renatogp
vd-department-client,brunopenso
vd-department-client,chicoribas
vd-department-client,maiconzotto
vd-department-client,manumbs
vd-department-client,s-azdevops
vd-organization-client,ricardolavor
vd-organization-client,renatogp
vd-organization-client,brunopenso
vd-organization-client,chicoribas
vd-organization-client,maiconzotto
vd-organization-client,manumbs
vd-organization-client,s-azdevops
vd-search-lib,ricardolavor
vd-search-lib,renatogp
vd-search-lib,brunopenso
vd-search-lib,chicoribas
vd-search-lib,maiconzotto
vd-search-lib,manumbs
vd-search-lib,s-azdevops
ecomm_bot_pt_graphql,ricardolavor
ecomm_bot_pt_graphql,renatogp
ecomm_bot_pt_graphql,brunopenso
ecomm_bot_pt_graphql,chicoribas
ecomm_bot_pt_graphql,maiconzotto
ecomm_bot_pt_graphql,manumbs
ecomm_bot_pt_graphql,s-azdevops
terraform-aws-internacional-hml-account-infracore,ricardolavor
terraform-aws-internacional-hml-account-infracore,renatogp
terraform-aws-internacional-hml-account-infracore,brunopenso
terraform-aws-internacional-hml-account-infracore,chicoribas
terraform-aws-internacional-hml-account-infracore,maiconzotto
terraform-aws-internacional-hml-account-infracore,manumbs
terraform-aws-internacional-hml-account-infracore,s-azdevops
vd-spring-boot-commons,ricardolavor
vd-spring-boot-commons,renatogp
vd-spring-boot-commons,brunopenso
vd-spring-boot-commons,chicoribas
vd-spring-boot-commons,maiconzotto
vd-spring-boot-commons,manumbs
vd-spring-boot-commons,s-azdevops
vd-commons-client,ricardolavor
vd-commons-client,renatogp
vd-commons-client,brunopenso
vd-commons-client,chicoribas
vd-commons-client,maiconzotto
vd-commons-client,manumbs
vd-commons-client,s-azdevops
vd-product-statistics-client,ricardolavor
vd-product-statistics-client,renatogp
vd-product-statistics-client,brunopenso
vd-product-statistics-client,chicoribas
vd-product-statistics-client,maiconzotto
vd-product-statistics-client,manumbs
vd-product-statistics-client,s-azdevops
vd-date-commons,ricardolavor
vd-date-commons,renatogp
vd-date-commons,brunopenso
vd-date-commons,chicoribas
vd-date-commons,maiconzotto
vd-date-commons,manumbs
vd-date-commons,s-azdevops
terraform-gcp-prisma-cloud,ricardolavor
terraform-gcp-prisma-cloud,renatogp
terraform-gcp-prisma-cloud,brunopenso
terraform-gcp-prisma-cloud,chicoribas
terraform-gcp-prisma-cloud,maiconzotto
terraform-gcp-prisma-cloud,manumbs
terraform-gcp-prisma-cloud,s-azdevops
vd-portal-re,ricardolavor
vd-portal-re,renatogp
vd-portal-re,brunopenso
vd-portal-re,chicoribas
vd-portal-re,maiconzotto
vd-portal-re,manumbs
vd-portal-re,s-azdevops
mrd_consulta_dados_api,ricardolavor
mrd_consulta_dados_api,renatogp
mrd_consulta_dados_api,brunopenso
mrd_consulta_dados_api,chicoribas
mrd_consulta_dados_api,maiconzotto
mrd_consulta_dados_api,manumbs
mrd_consulta_dados_api,s-azdevops
vd-chatbot-api-service,ricardolavor
vd-chatbot-api-service,renatogp
vd-chatbot-api-service,brunopenso
vd-chatbot-api-service,chicoribas
vd-chatbot-api-service,maiconzotto
vd-chatbot-api-service,manumbs
vd-chatbot-api-service,s-azdevops
paraguai-boticario-landpage,ricardolavor
paraguai-boticario-landpage,renatogp
paraguai-boticario-landpage,brunopenso
paraguai-boticario-landpage,chicoribas
paraguai-boticario-landpage,maiconzotto
paraguai-boticario-landpage,manumbs
paraguai-boticario-landpage,s-azdevops
gbweb_load_test,ricardolavor
gbweb_load_test,renatogp
gbweb_load_test,brunopenso
gbweb_load_test,chicoribas
gbweb_load_test,maiconzotto
gbweb_load_test,manumbs
gbweb_load_test,s-azdevops
plat-eng-alquimia-github-iam,ricardolavor
plat-eng-alquimia-github-iam,renatogp
plat-eng-alquimia-github-iam,brunopenso
plat-eng-alquimia-github-iam,chicoribas
plat-eng-alquimia-github-iam,maiconzotto
plat-eng-alquimia-github-iam,manumbs
plat-eng-alquimia-github-iam,s-azdevops
barril-del-chavo,ricardolavor
barril-del-chavo,renatogp
barril-del-chavo,brunopenso
barril-del-chavo,chicoribas
barril-del-chavo,maiconzotto
barril-del-chavo,manumbs
barril-del-chavo,s-azdevops
ecomm-del-chavo-frontend,ricardolavor
ecomm-del-chavo-frontend,renatogp
ecomm-del-chavo-frontend,brunopenso
ecomm-del-chavo-frontend,chicoribas
ecomm-del-chavo-frontend,maiconzotto
ecomm-del-chavo-frontend,manumbs
ecomm-del-chavo-frontend,s-azdevops
portal-devolucoes-api,ricardolavor
portal-devolucoes-api,renatogp
portal-devolucoes-api,brunopenso
portal-devolucoes-api,chicoribas
portal-devolucoes-api,maiconzotto
portal-devolucoes-api,manumbs
portal-devolucoes-api,s-azdevops
terraform-aws-lambda-sec-headers,ricardolavor
terraform-aws-lambda-sec-headers,renatogp
terraform-aws-lambda-sec-headers,brunopenso
terraform-aws-lambda-sec-headers,chicoribas
terraform-aws-lambda-sec-headers,maiconzotto
terraform-aws-lambda-sec-headers,manumbs
terraform-aws-lambda-sec-headers,s-azdevops
template-gbweb-micro-frontend,ricardolavor
template-gbweb-micro-frontend,renatogp
template-gbweb-micro-frontend,brunopenso
template-gbweb-micro-frontend,chicoribas
template-gbweb-micro-frontend,maiconzotto
template-gbweb-micro-frontend,manumbs
template-gbweb-micro-frontend,s-azdevops
csf_chamados_frontend,ricardolavor
csf_chamados_frontend,renatogp
csf_chamados_frontend,brunopenso
csf_chamados_frontend,chicoribas
csf_chamados_frontend,maiconzotto
csf_chamados_frontend,manumbs
csf_chamados_frontend,s-azdevops
csf_chamados_serverless,ricardolavor
csf_chamados_serverless,renatogp
csf_chamados_serverless,brunopenso
csf_chamados_serverless,chicoribas
csf_chamados_serverless,maiconzotto
csf_chamados_serverless,manumbs
csf_chamados_serverless,s-azdevops
gb-ms-notification,ricardolavor
gb-ms-notification,renatogp
gb-ms-notification,brunopenso
gb-ms-notification,chicoribas
gb-ms-notification,maiconzotto
gb-ms-notification,manumbs
gb-ms-notification,s-azdevops
portaleudora_backend,ricardolavor
portaleudora_backend,renatogp
portaleudora_backend,brunopenso
portaleudora_backend,chicoribas
portaleudora_backend,maiconzotto
portaleudora_backend,manumbs
portaleudora_backend,s-azdevops
precificador-api,ricardolavor
precificador-api,renatogp
precificador-api,brunopenso
precificador-api,chicoribas
precificador-api,maiconzotto
precificador-api,manumbs
precificador-api,s-azdevops
precificador-frontend,ricardolavor
precificador-frontend,renatogp
precificador-frontend,brunopenso
precificador-frontend,chicoribas
precificador-frontend,maiconzotto
precificador-frontend,manumbs
precificador-frontend,s-azdevops
gb_academy_frontend,ricardolavor
gb_academy_frontend,renatogp
gb_academy_frontend,brunopenso
gb_academy_frontend,chicoribas
gb_academy_frontend,maiconzotto
gb_academy_frontend,manumbs
gb_academy_frontend,s-azdevops
plat-eng-acesso-ferramentas-bot-slack,ricardolavor
plat-eng-acesso-ferramentas-bot-slack,renatogp
plat-eng-acesso-ferramentas-bot-slack,brunopenso
plat-eng-acesso-ferramentas-bot-slack,chicoribas
plat-eng-acesso-ferramentas-bot-slack,maiconzotto
plat-eng-acesso-ferramentas-bot-slack,manumbs
plat-eng-acesso-ferramentas-bot-slack,s-azdevops
catalogodigital_frontend_nextjs,ricardolavor
catalogodigital_frontend_nextjs,renatogp
catalogodigital_frontend_nextjs,brunopenso
catalogodigital_frontend_nextjs,chicoribas
catalogodigital_frontend_nextjs,maiconzotto
catalogodigital_frontend_nextjs,manumbs
catalogodigital_frontend_nextjs,s-azdevops
motor-decisoes,ricardolavor
motor-decisoes,renatogp
motor-decisoes,brunopenso
motor-decisoes,chicoribas
motor-decisoes,maiconzotto
motor-decisoes,talvane
motor-decisoes,manumbs
motor-decisoes,lamaldonado
motor-decisoes,s-azdevops
poc_webaccessibility,ricardolavor
poc_webaccessibility,renatogp
poc_webaccessibility,brunopenso
poc_webaccessibility,chicoribas
poc_webaccessibility,maiconzotto
poc_webaccessibility,manumbs
poc_webaccessibility,s-azdevops
terraform-aws-cas-resourses,ricardolavor
terraform-aws-cas-resourses,renatogp
terraform-aws-cas-resourses,brunopenso
terraform-aws-cas-resourses,chicoribas
terraform-aws-cas-resourses,maiconzotto
terraform-aws-cas-resourses,manumbs
terraform-aws-cas-resourses,s-azdevops
gb-tech-backstage,ricardolavor
gb-tech-backstage,renatogp
gb-tech-backstage,brunopenso
gb-tech-backstage,chicoribas
gb-tech-backstage,maiconzotto
gb-tech-backstage,manumbs
gb-tech-backstage,s-azdevops
ms_materiais,ricardolavor
ms_materiais,renatogp
ms_materiais,brunopenso
ms_materiais,chicoribas
ms_materiais,maiconzotto
ms_materiais,manumbs
ms_materiais,s-azdevops
vd-ms-login-front,ricardolavor
vd-ms-login-front,renatogp
vd-ms-login-front,brunopenso
vd-ms-login-front,chicoribas
vd-ms-login-front,maiconzotto
vd-ms-login-front,manumbs
vd-ms-login-front,s-azdevops
appcolaborador-site-admin,ricardolavor
appcolaborador-site-admin,renatogp
appcolaborador-site-admin,brunopenso
appcolaborador-site-admin,chicoribas
appcolaborador-site-admin,maiconzotto
appcolaborador-site-admin,manumbs
appcolaborador-site-admin,s-azdevops
sec_terraform_aws_initial,ricardolavor
sec_terraform_aws_initial,renatogp
sec_terraform_aws_initial,brunopenso
sec_terraform_aws_initial,chicoribas
sec_terraform_aws_initial,maiconzotto
sec_terraform_aws_initial,manumbs
sec_terraform_aws_initial,s-azdevops
terraform-aws-csf-chamados,ricardolavor
terraform-aws-csf-chamados,renatogp
terraform-aws-csf-chamados,brunopenso
terraform-aws-csf-chamados,chicoribas
terraform-aws-csf-chamados,maiconzotto
terraform-aws-csf-chamados,manumbs
terraform-aws-csf-chamados,s-azdevops
vd-carrim-api,ricardolavor
vd-carrim-api,renatogp
vd-carrim-api,brunopenso
vd-carrim-api,chicoribas
vd-carrim-api,maiconzotto
vd-carrim-api,manumbs
vd-carrim-api,s-azdevops
plat-eng-alquimia-sonar-iam,ricardolavor
plat-eng-alquimia-sonar-iam,renatogp
plat-eng-alquimia-sonar-iam,brunopenso
plat-eng-alquimia-sonar-iam,chicoribas
plat-eng-alquimia-sonar-iam,maiconzotto
plat-eng-alquimia-sonar-iam,manumbs
plat-eng-alquimia-sonar-iam,s-azdevops
mrd_boleto,ricardolavor
mrd_boleto,renatogp
mrd_boleto,brunopenso
mrd_boleto,chicoribas
mrd_boleto,maiconzotto
mrd_boleto,manumbs
mrd_boleto,s-azdevops
terraform-aws-sap-infra,ricardolavor
terraform-aws-sap-infra,renatogp
terraform-aws-sap-infra,brunopenso
terraform-aws-sap-infra,chicoribas
terraform-aws-sap-infra,maiconzotto
terraform-aws-sap-infra,manumbs
terraform-aws-sap-infra,s-azdevops
terraform-aws-windows-infra,ricardolavor
terraform-aws-windows-infra,renatogp
terraform-aws-windows-infra,brunopenso
terraform-aws-windows-infra,chicoribas
terraform-aws-windows-infra,maiconzotto
terraform-aws-windows-infra,manumbs
terraform-aws-windows-infra,s-azdevops
gb-franqueado-identity-serverless,ricardolavor
gb-franqueado-identity-serverless,renatogp
gb-franqueado-identity-serverless,brunopenso
gb-franqueado-identity-serverless,chicoribas
gb-franqueado-identity-serverless,maiconzotto
gb-franqueado-identity-serverless,manumbs
gb-franqueado-identity-serverless,s-azdevops
terraform-aws-devolucoes-resources,ricardolavor
terraform-aws-devolucoes-resources,renatogp
terraform-aws-devolucoes-resources,brunopenso
terraform-aws-devolucoes-resources,chicoribas
terraform-aws-devolucoes-resources,maiconzotto
terraform-aws-devolucoes-resources,manumbs
terraform-aws-devolucoes-resources,s-azdevops
gb-identity-b2c,ricardolavor
gb-identity-b2c,renatogp
gb-identity-b2c,brunopenso
gb-identity-b2c,chicoribas
gb-identity-b2c,msuchy
gb-identity-b2c,maiconzotto
gb-identity-b2c,manumbs
gb-identity-b2c,s-azdevops
terraform-aws-gb-identity-b2c-resources,ricardolavor
terraform-aws-gb-identity-b2c-resources,renatogp
terraform-aws-gb-identity-b2c-resources,brunopenso
terraform-aws-gb-identity-b2c-resources,chicoribas
terraform-aws-gb-identity-b2c-resources,maiconzotto
terraform-aws-gb-identity-b2c-resources,manumbs
terraform-aws-gb-identity-b2c-resources,s-azdevops
gitleaks-actions,ricardolavor
gitleaks-actions,renatogp
gitleaks-actions,brunopenso
gitleaks-actions,chicoribas
gitleaks-actions,maiconzotto
gitleaks-actions,manumbs
gitleaks-actions,s-azdevops
mrd-auth-gera-serverless,ricardolavor
mrd-auth-gera-serverless,renatogp
mrd-auth-gera-serverless,brunopenso
mrd-auth-gera-serverless,chicoribas
mrd-auth-gera-serverless,maiconzotto
mrd-auth-gera-serverless,manumbs
mrd-auth-gera-serverless,s-azdevops
terraform-aws-vd-carrim-resources,ricardolavor
terraform-aws-vd-carrim-resources,renatogp
terraform-aws-vd-carrim-resources,brunopenso
terraform-aws-vd-carrim-resources,chicoribas
terraform-aws-vd-carrim-resources,maiconzotto
terraform-aws-vd-carrim-resources,manumbs
terraform-aws-vd-carrim-resources,s-azdevops
ordercapture-pedidos-frontend,ricardolavor
ordercapture-pedidos-frontend,renatogp
ordercapture-pedidos-frontend,brunopenso
ordercapture-pedidos-frontend,chicoribas
ordercapture-pedidos-frontend,maiconzotto
ordercapture-pedidos-frontend,manumbs
ordercapture-pedidos-frontend,s-azdevops
ordercapture-basket-service,ricardolavor
ordercapture-basket-service,renatogp
ordercapture-basket-service,wsilva
ordercapture-basket-service,daniloglima
ordercapture-basket-service,brunopenso
ordercapture-basket-service,danilomrgouvea
ordercapture-basket-service,luizbossoi
ordercapture-basket-service,caibate
ordercapture-basket-service,chicoribas
ordercapture-basket-service,sincrock
ordercapture-basket-service,ahlan90
ordercapture-basket-service,rkferreira
ordercapture-basket-service,maiconzotto
ordercapture-basket-service,genivaldosc
ordercapture-basket-service,lucasbagb
ordercapture-basket-service,luisbrandao
ordercapture-basket-service,SantoFantasy
ordercapture-basket-service,manumbs
ordercapture-basket-service,haooliveira84
ordercapture-basket-service,drobcosta
ordercapture-basket-service,handressa
ordercapture-basket-service,anapaulamdb
ordercapture-basket-service,HenriqueMontagna
ordercapture-basket-service,CarolineBraga
ordercapture-basket-service,FelipePbi
ordercapture-basket-service,Liibke
ordercapture-basket-service,gmaintz
ordercapture-basket-service,julianoslackbr
ordercapture-basket-service,s-azdevops
ordercapture-basket-service,rafaelqr
ordercapture-basket-service,danilobovo
ordercapture-basket-service,jose-neukirchen
ordercapture-basket-service,fpampuche
ordercapture-basket-service,lcampiol
ordercapture-basket-service,renervaldo
ordercapture-basket-service,rtissots
ordercapture-basket-service,ryanjorgeac
ordercapture-basket-service,MattheusDuarte
ordercapture-basket-service,camialmeidas
ordercapture-basket-service,danillotorresdevgb
ordercapture-basket-service,lucas-costa-gb-tech
ordercapture-basket-service,bruno-foletto
ordercapture-basket-service,roseanesc
ordercapture-basket-service,fernandoestrela
ordercapture-basket-service,ricardoencarnacao
ordercapture-basket-service,MarcioTopan
ordercapture-basket-service,davirezendegb
template-terraform,ricardolavor
template-terraform,renatogp
template-terraform,brunopenso
template-terraform,chicoribas
template-terraform,maiconzotto
template-terraform,manumbs
template-terraform,s-azdevops
terraform-aws-fortify-resources,ricardolavor
terraform-aws-fortify-resources,renatogp
terraform-aws-fortify-resources,brunopenso
terraform-aws-fortify-resources,chicoribas
terraform-aws-fortify-resources,maiconzotto
terraform-aws-fortify-resources,manumbs
terraform-aws-fortify-resources,s-azdevops
agbrasil_multib_front,ricardolavor
agbrasil_multib_front,renatogp
agbrasil_multib_front,brunopenso
agbrasil_multib_front,chicoribas
agbrasil_multib_front,maiconzotto
agbrasil_multib_front,manumbs
agbrasil_multib_front,s-azdevops
frontend-interview,ricardolavor
frontend-interview,renatogp
frontend-interview,brunopenso
frontend-interview,chicoribas
frontend-interview,maiconzotto
frontend-interview,manumbs
frontend-interview,s-azdevops
terraform-aws-gb-watermark-resources,ricardolavor
terraform-aws-gb-watermark-resources,renatogp
terraform-aws-gb-watermark-resources,brunopenso
terraform-aws-gb-watermark-resources,chicoribas
terraform-aws-gb-watermark-resources,maiconzotto
terraform-aws-gb-watermark-resources,manumbs
terraform-aws-gb-watermark-resources,s-azdevops
jenkins-jobs,ricardolavor
jenkins-jobs,renatogp
jenkins-jobs,brunopenso
jenkins-jobs,chicoribas
jenkins-jobs,maiconzotto
jenkins-jobs,manumbs
jenkins-jobs,s-azdevops
terraform-aws-lambda-start-stop,ricardolavor
terraform-aws-lambda-start-stop,renatogp
terraform-aws-lambda-start-stop,brunopenso
terraform-aws-lambda-start-stop,chicoribas
terraform-aws-lambda-start-stop,maiconzotto
terraform-aws-lambda-start-stop,manumbs
terraform-aws-lambda-start-stop,s-azdevops
terraform-aws-tri-cycle,ricardolavor
terraform-aws-tri-cycle,renatogp
terraform-aws-tri-cycle,brunopenso
terraform-aws-tri-cycle,chicoribas
terraform-aws-tri-cycle,maiconzotto
terraform-aws-tri-cycle,manumbs
terraform-aws-tri-cycle,s-azdevops
ms-file-share,ricardolavor
ms-file-share,renatogp
ms-file-share,brunopenso
ms-file-share,chicoribas
ms-file-share,maiconzotto
ms-file-share,manumbs
ms-file-share,s-azdevops
terraform-ms-file-share-resources,ricardolavor
terraform-ms-file-share-resources,renatogp
terraform-ms-file-share-resources,brunopenso
terraform-ms-file-share-resources,chicoribas
terraform-ms-file-share-resources,maiconzotto
terraform-ms-file-share-resources,manumbs
terraform-ms-file-share-resources,s-azdevops
terraform-gcp-apigee-nginx-resources,ricardolavor
terraform-gcp-apigee-nginx-resources,renatogp
terraform-gcp-apigee-nginx-resources,brunopenso
terraform-gcp-apigee-nginx-resources,chicoribas
terraform-gcp-apigee-nginx-resources,maiconzotto
terraform-gcp-apigee-nginx-resources,manumbs
terraform-gcp-apigee-nginx-resources,s-azdevops
mf-file-share,ricardolavor
mf-file-share,renatogp
mf-file-share,brunopenso
mf-file-share,chicoribas
mf-file-share,maiconzotto
mf-file-share,manumbs
mf-file-share,s-azdevops
template-apigee,ricardolavor
template-apigee,renatogp
template-apigee,brunopenso
template-apigee,chicoribas
template-apigee,maiconzotto
template-apigee,manumbs
template-apigee,s-azdevops
template-typescript-nest-fastify,ricardolavor
template-typescript-nest-fastify,renatogp
template-typescript-nest-fastify,brunopenso
template-typescript-nest-fastify,chicoribas
template-typescript-nest-fastify,maiconzotto
template-typescript-nest-fastify,manumbs
template-typescript-nest-fastify,s-azdevops
api-franquias,ricardolavor
api-franquias,renatogp
api-franquias,brunopenso
api-franquias,chicoribas
api-franquias,maiconzotto
api-franquias,manumbs
api-franquias,s-azdevops
mooz-ni-clients,ricardolavor
mooz-ni-clients,renatogp
mooz-ni-clients,brunopenso
mooz-ni-clients,chicoribas
mooz-ni-clients,maiconzotto
mooz-ni-clients,manumbs
mooz-ni-clients,s-azdevops
vd-estoque-worker-process-layer,ricardolavor
vd-estoque-worker-process-layer,renatogp
vd-estoque-worker-process-layer,brunopenso
vd-estoque-worker-process-layer,chicoribas
vd-estoque-worker-process-layer,maiconzotto
vd-estoque-worker-process-layer,manumbs
vd-estoque-worker-process-layer,s-azdevops
vd-estoque-hooks-process-layer,ricardolavor
vd-estoque-hooks-process-layer,renatogp
vd-estoque-hooks-process-layer,brunopenso
vd-estoque-hooks-process-layer,chicoribas
vd-estoque-hooks-process-layer,maiconzotto
vd-estoque-hooks-process-layer,manumbs
vd-estoque-hooks-process-layer,s-azdevops
instant-messenger-rasa,ricardolavor
instant-messenger-rasa,renatogp
instant-messenger-rasa,brunopenso
instant-messenger-rasa,chicoribas
instant-messenger-rasa,maiconzotto
instant-messenger-rasa,manumbs
instant-messenger-rasa,s-azdevops
barril-storybook,ricardolavor
barril-storybook,renatogp
barril-storybook,brunopenso
barril-storybook,chicoribas
barril-storybook,maiconzotto
barril-storybook,manumbs
barril-storybook,s-azdevops
consumer-marketing-cloud-integration-api,ricardolavor
consumer-marketing-cloud-integration-api,renatogp
consumer-marketing-cloud-integration-api,brunopenso
consumer-marketing-cloud-integration-api,chicoribas
consumer-marketing-cloud-integration-api,maiconzotto
consumer-marketing-cloud-integration-api,manumbs
consumer-marketing-cloud-integration-api,s-azdevops
pgto-sku-backend,ricardolavor
pgto-sku-backend,renatogp
pgto-sku-backend,brunopenso
pgto-sku-backend,chicoribas
pgto-sku-backend,maiconzotto
pgto-sku-backend,manumbs
pgto-sku-backend,s-azdevops
terraform-gcp-infra-apigee,ricardolavor
